,product_id,date_posted,review_title,review_text,scores,compound,sentiment
26,117600,2024-09-05,,We use these capsules in the evening and my middle daughter and I are asleep after an hour. Thank you very much that they exist!,"{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.4199}",0.4199,pos
27,117600,2024-09-04,anxiety,Instead of chemicals that makes you feel like a zombie I tried passion flower and it does the trick.  Calms you down gentle and relaxe without the zombie effect.,"{'neg': 0.035, 'neu': 0.649, 'pos': 0.316, 'compound': 0.8591}",0.8591,pos
28,117600,2024-08-15,,Wonderful. The quality is excellent. Delivered quickly. The product is just great. I recommend to all my friends. I enjoy shopping on the site. Very well.,"{'neg': 0.0, 'neu': 0.428, 'pos': 0.572, 'compound': 0.9709}",0.9709,pos
29,117600,2024-08-05,Calm in a bottle,Swanson's Passion Flower capsules have been helpful for those occasional restless nights. They seem to take the edge off when I'm feeling a bit stressed. The bottle is well-sealed and arrived in perfect condition.,"{'neg': 0.106, 'neu': 0.635, 'pos': 0.259, 'compound': 0.7579}",0.7579,pos
30,117600,2024-08-04,Fantastic for anxiety and sleep,"I have struggled with anxiety, panic attacks, and insomnia for most of my life. I take various prescription medicines for these conditions, including benzodiazepines and sleeping tablets, but have recently been trying to reduce my use of these. I did a bit of research online and found passionflower frequently mentioned. This brand was one of the cheapest available on iHerb, so I added it to my most recent order with the intention of giving it a try. I'll openly admit that, this being a herbal supplement,  I did hold a lot of hope that it would actually work, particularly in comparison to my prescription medications, but I have been very pleasantly surprised by the effectiveness of these capsules. I take one during the day if I am feeling particularly anxious and I will feel calmer within about 30 mins. Initially, it made me a bit sleepy if I took it during the day, but I have found this to be less of a problem the longer I've been using it (about three weeks now). I also take one capsule nightly, together with melatonin (which I've been using long-term) and Swanson's Lemon Balm capsules (newly commenced), and have found that I've been falling asleep much more easily as a result. Whilst everyone is different and so supplements are likely to work  more effectively for some than others, if you are affected by anxiety or sleep issues, I definitely think it's worrh trying these Passionflower capsules from Swanson, to see if they are as helpful for you as they have been for me. You, too, mighr find yourself pleasantly surprised by the effect they have.","{'neg': 0.065, 'neu': 0.776, 'pos': 0.159, 'compound': 0.9845}",0.9845,pos
31,117600,2024-07-01,Immediately calming,Bought this to help with my peri menopausal anxiety and it provides pretty much immediate relief and calming effect. Love Swanson products which are affordable and effective in my experience.,"{'neg': 0.039, 'neu': 0.526, 'pos': 0.435, 'compound': 0.9538}",0.9538,pos
32,117600,2024-06-18,Great sleep aid,I alternate this with Valerian/lavender/chamomile capsules to help with chronic insomnia. It’s a decent dosage of this non-addictive ingredient and carries the Swanson’s quality standards.,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.4019}",0.4019,pos
33,117600,2024-06-18,Love the benefits of Passion Flower,After a bit of research I decided to include Passion Flower into my self care routine. I have a lot of products in the Swanson range and find the quality and value is excellent. This is not an expensive supplement but worth adding.,"{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.8176}",0.8176,pos
34,117600,2024-06-12,It's definitely passion flower,"I actually get better effects from this than passion flower extract, so there is definitely something to be said for just taking the full spectrum herb. It's a lot cheaper, too. ","{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.8344}",0.8344,pos
35,117600,2024-06-11,Good product,"Good swanson product, passion flower is helpful for sleeping purposes and to help regulate and calm the nervous system. Combined with other things like skullcap, valerian root, chamomile, can be helpful for calming your mind and body for sleep ","{'neg': 0.039, 'neu': 0.558, 'pos': 0.403, 'compound': 0.9559}",0.9559,pos
36,117600,2024-06-07,Great for quieting mental chatter,"If you're looking for something to help turn off the mental chatter or over-thinking, this is the product to get.  Passion Flower seems to calm over-thinking without making you tired or sleepy.  Great stress buster for work with a calming effect.","{'neg': 0.053, 'neu': 0.623, 'pos': 0.325, 'compound': 0.9247}",0.9247,pos
37,117600,2024-06-03,great,"I have been ordering from iherb for many years now. This product is absolutely stunning. Quality is great, shipped very fast, prices are very reasonable. I feel a benefit from everything i have bought from this store. And its great to reap the benefits from these products. ","{'neg': 0.0, 'neu': 0.691, 'pos': 0.309, 'compound': 0.9513}",0.9513,pos
38,117600,2024-05-19,Great for sleep ,"This is my 3rd time buying this, it is great for sleep, has a similar effect to my old SSRI (bromazepam) but without the nasty side effects or building tolerance. The price is amazing as well, I take two tablets so each bottle lasts me a month","{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.9523}",0.9523,pos
39,117600,2024-05-13,Great for falling asleep,"Although it does not do the same as melatonin-based supplements, one capsule is enough to help fall asleep. I wake up in the morning feeling a little slow, but the effect wears off after some minutes.","{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.2732}",0.2732,pos
40,117600,2024-04-08,Прекрасно!,"Thank you very much for this product, it suited me, I like the packaging, comfortable and stylish, I will order more of these products, and recommend them to all my friends and relatives! good!!
","{'neg': 0.0, 'neu': 0.595, 'pos': 0.405, 'compound': 0.9491}",0.9491,pos
41,117600,2024-04-02,Great ,Very good product for calming and aiding in restful sleep. This  product is slso a good value and many believe this is helpful for depression and anxiety.,"{'neg': 0.134, 'neu': 0.448, 'pos': 0.418, 'compound': 0.8856}",0.8856,pos
42,117600,2024-03-27,,These are great and potent wow! Ive bought the liquid and pills from another brand but neither of them were as effective as these. Ive been getting such deep sleep and the relaxation lasts through the next day.  Game changer! ,"{'neg': 0.0, 'neu': 0.716, 'pos': 0.284, 'compound': 0.9358}",0.9358,pos
43,117600,2024-03-05,Прекрасно!,"Thank you very much for this product, it suited me, I like the packaging, comfortable and stylish, I will order more of these products, and recommend them to all my friends and relatives! good!!
","{'neg': 0.0, 'neu': 0.595, 'pos': 0.405, 'compound': 0.9491}",0.9491,pos
44,117600,2024-02-27,Effective for sleep,"I've been taking this passion flower alongside phosphatidylserine for sleep, on top of mouth-taping. Some nights I take both, some nights just one of the two. They both seem to have improved my sleep.","{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.8126}",0.8126,pos
45,117600,2024-02-18,Very Effective!,Swanson is a brand that I trust.  This passion flower supplement helps me to relax in the evening.  It gently sooths my nerves without a prescription & no side effects.,"{'neg': 0.038, 'neu': 0.512, 'pos': 0.45, 'compound': 0.9359}",0.9359,pos
46,117600,2024-02-09,Passion flower,It’s wonderful to have I bill or 2 when flaying to a far place resting real good waking up so comfortable in good mood ,"{'neg': 0.0, 'neu': 0.553, 'pos': 0.447, 'compound': 0.9292}",0.9292,pos
47,117600,2024-02-01,One of my Favorite Sleep Aids,I take 2 caps and husband takes 2 caps per night as a necessary component to our getting a good night's sleep. We have been taking Swanson brand Passion Flower for the past two years and plan on continuing into the future. ,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.7096}",0.7096,pos
48,117600,2024-01-09,This is nice,This is really nice and it is really nice and it is really nice and it is really nice and it is really nice and it is really.,"{'neg': 0.0, 'neu': 0.598, 'pos': 0.402, 'compound': 0.9378}",0.9378,pos
49,117600,2023-12-28,Great,"I love Swanson’s brand of supplements, they have such amazing variety at a great price point. I like to take passionflower for it’s relaxing benefits, I find it works very well for me, and you get so many in this bottle which is great! Highly recommend :)","{'neg': 0.0, 'neu': 0.481, 'pos': 0.519, 'compound': 0.9868}",0.9868,pos
50,117600,2023-12-10,Very good,"My mother in low, doesn't sleep well, she have demetion. The last year she took 1 lemon balm- before bed. It helped her but not 100% perfect, so we decided to try passion flower.
Now she sleeps better and is more calm
She takes it in the evening ","{'neg': 0.117, 'neu': 0.693, 'pos': 0.19, 'compound': 0.7419}",0.7419,pos
51,117600,2023-11-21,It works!,"It really helps me fall asleep. 
I take one pill and after 15-30 mins I am sleeping.
Wouldn't recommend it during daytime.
Please note - this is 500mg
Price is great.","{'neg': 0.06, 'neu': 0.678, 'pos': 0.262, 'compound': 0.8011}",0.8011,pos
52,117600,2023-10-21,,Friend recommended passionfruit extract to calm down and to help me sleep as well. Def works. Don't use when you're about to drive.,"{'neg': 0.0, 'neu': 0.598, 'pos': 0.402, 'compound': 0.8779}",0.8779,pos
53,117600,2024-09-25,Highly recommended ,I really can tell that this is a high quality supplement with great ingredients. It’s benefits can already be seen as I feel more relaxed and can get a better night sleep. Highly recommended.,"{'neg': 0.0, 'neu': 0.622, 'pos': 0.378, 'compound': 0.9347}",0.9347,pos
54,117600,2024-09-22,Still testing,"I really like swanson products for the simple package and good price. This product, in particular, have a very simple active ingredient. Still on  
trying and adjusting period but, up untill now, seems good.","{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.8265}",0.8265,pos
55,117600,2024-09-03,Stress supporter,Everything that can reduce stress is good for you. You take one tablet / capsule each morning and you are good to go.  Have a good day. ,"{'neg': 0.086, 'neu': 0.646, 'pos': 0.268, 'compound': 0.7096}",0.7096,pos
56,117600,2024-08-09,May be effective,As a sleep aid it is not easy to estimate its effectiveness. But having used this product for a while I really have noticed some improvement in my sleep,"{'neg': 0.057, 'neu': 0.808, 'pos': 0.135, 'compound': 0.5101}",0.5101,pos
57,117600,2024-07-01,great for bedtime,quality is good. main ingredient is passion flower. i used this in the dosage reccommended for my bruxism. unfortunatly this didnt help but i noticed  benefits in sleeping earlyer. capsules have no taste.Size of the package comes with 60 caps wich is ok for this price ,"{'neg': 0.084, 'neu': 0.723, 'pos': 0.193, 'compound': 0.6928}",0.6928,pos
58,117600,2024-05-30,Good ,The size here is very easy to swallow. Benefits of this lovely herb are amazing and I just started using these to lower stress and help with my nervous system. ,"{'neg': 0.161, 'neu': 0.475, 'pos': 0.364, 'compound': 0.8748}",0.8748,pos
59,117600,2024-04-29,Good so far ,I’ve heard really good things about passionflower I haven’t really experienced the benefits of it yet but I just started using it.  I definitely recommend because of such a low price though!,"{'neg': 0.072, 'neu': 0.596, 'pos': 0.332, 'compound': 0.8234}",0.8234,pos
60,117600,2024-04-12,"Good, but ... ","It helps me fall asleep and I sleep quite well. However, sometimes it works better, sometimes less so. I alternate with other calming plants. I combine it with melatonin. ","{'neg': 0.0, 'neu': 0.675, 'pos': 0.325, 'compound': 0.8622}",0.8622,pos
61,117600,2024-01-30,,It’s a good product. The only thing is that you should probably be using a greater amount than the instruction suggests. But it definitely depends on your own preference.,"{'neg': 0.0, 'neu': 0.768, 'pos': 0.232, 'compound': 0.7391}",0.7391,pos
62,117600,2023-12-06,Nice,"I am not sure about it, if it is going to help me or not to relax and have a good night sleep, till now (one week) no benefits!","{'neg': 0.182, 'neu': 0.582, 'pos': 0.235, 'compound': 0.4449}",0.4449,pos
63,117600,2024-07-08,"Swanson, Full Spectrum Passion Flower","Hello guys, this is Full Spectrum Passion Flower  very high quality product, excellent natural composition, I can confidently recommend it to everyone","{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.93}",0.93,pos
64,117600,2024-04-09,,I feel good and stress relief when I take this vitamin thank you Swanson ,"{'neg': 0.135, 'neu': 0.337, 'pos': 0.529, 'compound': 0.802}",0.802,pos
65,117600,2024-02-29,Review or Swanson Passion Flower,I bought it to help me with getting to sleep..It does assist with that .But I wouldn't say it was as effective as I'd hoped that it would be though. Lynn C.,"{'neg': 0.0, 'neu': 0.742, 'pos': 0.258, 'compound': 0.8555}",0.8555,pos
66,117600,2023-08-25,I like passionflower to keep me relaxed and for sleep,"I feel that when I use passion flower, I sleep better and are more calm. I don't like the fillers, but hey that's what you pay for.  Swanson is an OK brand, but it is cheap for a reason. It is good that it is full spectrum and pills are handy compared to tinctures sometimes.  ","{'neg': 0.055, 'neu': 0.719, 'pos': 0.226, 'compound': 0.8809}",0.8809,pos
67,117600,2024-10-15,Good value,"Good quality, good value. No taste which is preferable. Will buy again","{'neg': 0.12, 'neu': 0.435, 'pos': 0.446, 'compound': 0.7184}",0.7184,pos
68,117600,2024-10-11,Works,Works perfectly passion flower for relaxing and stress relief high quality brand ,"{'neg': 0.12, 'neu': 0.3, 'pos': 0.579, 'compound': 0.8934}",0.8934,pos
69,117600,2024-09-29,,"Good quality, good ingredient, good size, highly recommend, good benefits ","{'neg': 0.0, 'neu': 0.188, 'pos': 0.812, 'compound': 0.9456}",0.9456,pos
70,117600,2024-09-25,Great Product,Excellent product with long expiry and great packaging. Highly recommended.,"{'neg': 0.0, 'neu': 0.414, 'pos': 0.586, 'compound': 0.8718}",0.8718,pos
71,117600,2024-09-24,Well Priced Sleep Support,I find Swanson Supplements to be of good quality and very reasonable pricing.  Passion Flower can be very helpful for falling asleep.,"{'neg': 0.066, 'neu': 0.605, 'pos': 0.329, 'compound': 0.8122}",0.8122,pos
72,117600,2024-09-22,,Good quality and ingredient. Size and dosage are ok. No specific taste. ,"{'neg': 0.135, 'neu': 0.552, 'pos': 0.313, 'compound': 0.4404}",0.4404,pos
73,117600,2024-09-16,Replaces inositol,Really help for anxiety. Inositol cause diarrhea but this doesn’t. ,"{'neg': 0.129, 'neu': 0.697, 'pos': 0.174, 'compound': 0.1317}",0.1317,pos
74,117600,2024-09-12,Excellent Item,Great product. Works perfect as intended. Highly recommended to all.Great product. Works perfect as intended. Highly recommended to all.,"{'neg': 0.0, 'neu': 0.472, 'pos': 0.528, 'compound': 0.9402}",0.9402,pos
75,117600,2024-09-06,,Regular use of this supplement has improved my skin’s resilience to environmental stressors. I experience less irritation from pollutants and weather changes.,"{'neg': 0.224, 'neu': 0.662, 'pos': 0.114, 'compound': -0.4601}",-0.4601,neg
76,117600,2024-08-30,,Passion flower is native to the southeastern United States and Central and South America.,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.7003}",0.7003,pos
77,117600,2024-08-24,,good quality and ingredient and size and dosage and benefits,"{'neg': 0.0, 'neu': 0.593, 'pos': 0.407, 'compound': 0.6705}",0.6705,pos
78,117600,2024-08-22,effective,quality ingredients. good size. no taste. value for money with the dosage.,"{'neg': 0.133, 'neu': 0.545, 'pos': 0.321, 'compound': 0.4767}",0.4767,pos
79,117600,2024-08-17,good,very good I like them so much. highly recommended! fast delivery ,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.8234}",0.8234,pos
80,117600,2024-08-09,Great value and does the job,I take this to help me sleep alongside valerian it helps,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.6486}",0.6486,pos
81,117600,2024-08-03,,"One of the best products I've ever used. Would buy it again no matter the cost. Simply amazing, highly recommended!","{'neg': 0.077, 'neu': 0.523, 'pos': 0.4, 'compound': 0.8513}",0.8513,pos
82,117600,2024-07-31,Great ,Great price and good quality. The capsules were the exact dosage I was looking for.,"{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.7906}",0.7906,pos
83,117600,2024-07-24,Passion flower,"I take it in conjunction with lemon balm before going to sleep.
It helps me to sleep deeper and longer.","{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.3818}",0.3818,pos
84,117600,2024-07-21,Great for sleep,"Helps me sleep quickly I like this product, I take it every night. Smells good too ","{'neg': 0.0, 'neu': 0.579, 'pos': 0.421, 'compound': 0.7906}",0.7906,pos
85,117600,2024-06-16,good,"good, I added to my postworkout aregimeni, all in all in recomend","{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",0.4404,pos
86,117600,2024-06-02,Quality Product!,"One of my go to stress relievers. Also helps with mood and sleep. Trusted brand, quality ingredients, and multiple benefits! ","{'neg': 0.099, 'neu': 0.528, 'pos': 0.373, 'compound': 0.7777}",0.7777,pos
87,117600,2024-05-23,Passion Flower,Passion Flower is great for helping insomnia. These pills are very easy to take before bed.,"{'neg': 0.0, 'neu': 0.49, 'pos': 0.51, 'compound': 0.9099}",0.9099,pos
88,117600,2024-05-19,Sleep,I take 30 mins before bedtime and it helps me fall asleep quickly and to sleep soundly. ,"{'neg': 0.0, 'neu': 0.852, 'pos': 0.148, 'compound': 0.3818}",0.3818,pos
89,117600,2024-05-15,good,"size of pill is small, easy to swallow, no unpleasant taste, great addition for nightly pill","{'neg': 0.218, 'neu': 0.494, 'pos': 0.288, 'compound': 0.4019}",0.4019,pos
90,117600,2024-05-14,seems effective,"Seems good to help me relax. Good size, easy to swallow, quality ingredients, good dosage. ","{'neg': 0.0, 'neu': 0.344, 'pos': 0.656, 'compound': 0.9451}",0.9451,pos
91,117600,2024-05-08,good,"great quality with a good size
package is good
dose is great","{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.9325}",0.9325,pos
92,117600,2024-05-08,Good,I was curious about this one. Usually use valerian root for sleep. This helps curb insomnia when it's bad. Will be purchasing again. ,"{'neg': 0.128, 'neu': 0.693, 'pos': 0.179, 'compound': 0.1027}",0.1027,pos
93,117600,2024-04-29,,"Great for anxiety, helps to fall asleep. Big dosage, perfect size.","{'neg': 0.089, 'neu': 0.366, 'pos': 0.545, 'compound': 0.8658}",0.8658,pos
94,117600,2024-04-26,Great product thanks,Happy with this purchase and will buy again. Thank you for making it available to Australian customers.,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.7351}",0.7351,pos
95,117600,2024-04-24,Passion flower,"I use this as an additional sleep aid. I think it could help with sleep, and it’s all natural which is ideal","{'neg': 0.0, 'neu': 0.664, 'pos': 0.336, 'compound': 0.8225}",0.8225,pos
96,117600,2024-04-22,great for sleep and stress,"great for sleep and stress. dosage and capsule size is perfect,taste ok, ingredient quality is potent. ","{'neg': 0.127, 'neu': 0.588, 'pos': 0.285, 'compound': 0.5423}",0.5423,pos
97,117600,2024-04-22,Very effective ,Passion flower is a mild sedative and it’s very good at it! ,"{'neg': 0.0, 'neu': 0.581, 'pos': 0.419, 'compound': 0.7569}",0.7569,pos
98,117600,2024-04-21,love it,It's the only thing that has helped my jint pain.  I will continue taking it.,"{'neg': 0.202, 'neu': 0.798, 'pos': 0.0, 'compound': -0.5106}",-0.5106,neg
99,117600,2024-04-16,,It is a good product. It works really well for me.,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.6478}",0.6478,pos
100,117600,2024-04-04,good,good products with very good price and high quality  ingredients ,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.7003}",0.7003,pos
101,117600,2024-03-24,Passion Flower,"Comes from a medicinal plant/flower used for many years to reduce anxiety,improve quality of sleep, and manage menopausal symptoms.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
102,117600,2024-03-22,"Swanson, Full Spectrum Passion Flower, 500 mg, 60 Capsules","easy to use. works for me, very relaxing, will buy it again ","{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.7501}",0.7501,pos
103,117600,2024-03-18,,"good quality, nice size, good taste, helps me sleep. dosage variation, good benefits.","{'neg': 0.0, 'neu': 0.295, 'pos': 0.705, 'compound': 0.9403}",0.9403,pos
104,117600,2024-03-13,Best mood enhancement ,"The best herb for anxiety on the market, great for sleep and everyday use","{'neg': 0.081, 'neu': 0.524, 'pos': 0.395, 'compound': 0.8225}",0.8225,pos
